Month,Strategy_Return,Market_Return,Correct_Predictions,Total_Predictions,Monthly_Accuracy,Strategy_Return_Pct,Market_Return_Pct
2015-03,-0.005538324015124885,-0.005538324015124885,4,12,0.3333333333333333,-0.5538324015124885,-0.5538324015124885
2015-04,0.010076341901862795,0.010076341901862795,13,21,0.6190476190476191,1.0076341901862795,1.0076341901862795
2015-05,0.013210692778204858,0.013210692778204858,10,20,0.5,1.3210692778204858,1.3210692778204858
2015-06,-0.01999432838947257,-0.01999432838947257,10,22,0.45454545454545453,-1.999432838947257,-1.999432838947257
2015-07,0.022915357232738298,0.022915357232738298,11,22,0.5,2.29153572327383,2.29153572327383
2015-08,-0.08467703864052034,-0.05994137848742109,7,21,0.3333333333333333,-8.467703864052034,-5.99413784874211
2015-09,-0.010443669126725452,-0.023815089984153937,12,21,0.5714285714285714,-1.0443669126725452,-2.3815089984153937
2015-10,0.0824440587244809,0.0824440587244809,13,22,0.5909090909090909,8.244405872448091,8.244405872448091
2015-11,0.004200518594685287,0.004200518594685287,8,20,0.4,0.42005185946852874,0.42005185946852874
2015-12,-0.016046246263330954,-0.016046246263330954,9,22,0.4090909090909091,-1.6046246263330954,-1.6046246263330954
2016-01,-0.03612274369089141,-0.04893821331621029,11,19,0.5789473684210527,-3.6122743690891412,-4.893821331621028
2016-02,0.0005101598981261946,0.0005101598981261946,10,20,0.5,0.051015989812619456,0.051015989812619456
2016-03,0.06572185481754156,0.06572185481754156,15,22,0.6818181818181818,6.572185481754156,6.572185481754156
2016-04,0.004349026025455505,0.004349026025455505,11,21,0.5238095238095238,0.43490260254555047,0.43490260254555047
2016-05,0.017356005749999293,0.017356005749999293,12,21,0.5714285714285714,1.7356005749999293,1.7356005749999293
2016-06,0.00492012673122455,0.00492012673122455,12,22,0.5454545454545454,0.492012673122455,0.492012673122455
2016-07,0.03606308026432248,0.03606308026432248,11,20,0.55,3.606308026432248,3.606308026432248
2016-08,0.0013281573243176803,0.0013281573243176803,11,23,0.4782608695652174,0.13281573243176803,0.13281573243176803
2016-09,0.000861288043149333,0.000861288043149333,11,21,0.5238095238095238,0.0861288043149333,0.0861288043149333
2016-10,-0.01730117351500804,-0.01730117351500804,10,21,0.47619047619047616,-1.730117351500804,-1.730117351500804
2016-11,0.03664427330968034,0.03664427330968034,12,21,0.5714285714285714,3.664427330968034,3.664427330968034
2016-12,0.020332706622498642,0.020332706622498642,13,21,0.6190476190476191,2.033270662249864,2.033270662249864
2017-01,0.017909594894452763,0.017909594894452763,9,20,0.45,1.7909594894452763,1.7909594894452763
2017-02,0.038652869772064835,0.038652869772064835,15,19,0.7894736842105263,3.8652869772064835,3.8652869772064835
2017-03,0.001554347710736259,0.001554347710736259,9,23,0.391304347826087,0.1554347710736259,0.1554347710736259
2017-04,0.010082646926015237,0.010082646926015237,9,19,0.47368421052631576,1.0082646926015237,1.0082646926015237
2017-05,0.014266172801735144,0.014266172801735144,12,22,0.5454545454545454,1.4266172801735144,1.4266172801735144
2017-06,0.006585888891632474,0.006585888891632474,11,22,0.5,0.6585888891632474,0.6585888891632474
2017-07,0.020473756358625805,0.020473756358625805,12,20,0.6,2.0473756358625805,2.0473756358625805
2017-08,0.0032965629197553303,0.0032965629197553303,14,23,0.6086956521739131,0.32965629197553303,0.32965629197553303
2017-09,0.020068925619033062,0.020068925619033062,14,20,0.7,2.0068925619033062,2.0068925619033062
2017-10,0.02340801738648457,0.02340801738648457,16,22,0.7272727272727273,2.340801738648457,2.340801738648457
2017-11,0.03029518659746555,0.03029518659746555,11,21,0.5238095238095238,3.029518659746555,3.029518659746555
2017-12,0.012172868916971002,0.012172868916971002,11,20,0.55,1.2172868916971002,1.2172868916971002
2018-01,0.055197102278218946,0.055197102278218946,14,21,0.6666666666666666,5.519710227821895,5.519710227821895
2018-02,-0.03422047917927684,-0.03422047917927684,10,19,0.5263157894736842,-3.422047917927684,-3.422047917927684
2018-03,-0.026163197688574558,-0.026163197688574558,9,21,0.42857142857142855,-2.6163197688574558,-2.6163197688574558
2018-04,0.00632006180812128,0.00632006180812128,13,21,0.6190476190476191,0.632006180812128,0.632006180812128
2018-05,0.024479008693136017,0.024479008693136017,11,22,0.5,2.4479008693136017,2.4479008693136017
2018-06,0.006023759426885489,0.006023759426885489,13,21,0.6190476190476191,0.6023759426885489,0.6023759426885489
2018-07,0.03668941342786902,0.03668941342786902,12,21,0.5714285714285714,3.668941342786902,3.668941342786902
2018-08,0.03165403665597577,0.03165403665597577,14,23,0.6086956521739131,3.165403665597577,3.165403665597577
2018-09,0.0060404365971078455,0.0060404365971078455,11,19,0.5789473684210527,0.6040436597107846,0.6040436597107846
2018-10,-0.06935559888716791,-0.06935559888716791,8,23,0.34782608695652173,-6.935559888716791,-6.935559888716791
2018-11,0.019786299567131516,0.019786299567131516,11,21,0.5238095238095238,1.9786299567131516,1.9786299567131516
2018-12,-0.09644554199519728,-0.08876810939879021,6,19,0.3157894736842105,-9.644554199519728,-8.876810939879022
2019-01,0.07847781699159972,0.07847781699159972,16,21,0.7619047619047619,7.847781699159972,7.847781699159972
2019-02,0.03216313050523001,0.03216313050523001,12,19,0.631578947368421,3.216313050523001,3.216313050523001
2019-03,0.018497685967075683,0.018497685967075683,11,21,0.5238095238095238,1.8497685967075683,1.8497685967075683
2019-04,0.04022929972063394,0.04022929972063394,14,21,0.6666666666666666,4.022929972063394,4.022929972063394
2019-05,-0.06490084418294284,-0.06490084418294284,8,22,0.36363636363636365,-6.490084418294284,-6.490084418294284
2019-06,0.06780948378089124,0.06780948378089124,13,20,0.65,6.780948378089125,6.780948378089125
2019-07,0.015312019763984108,0.015312019763984108,12,22,0.5454545454545454,1.5312019763984108,1.5312019763984108
2019-08,-0.014650177956601618,-0.014650177956601618,11,22,0.5,-1.4650177956601618,-1.4650177956601618
2019-09,0.019560824591698944,0.019560824591698944,10,20,0.5,1.9560824591698944,1.9560824591698944
2019-10,0.02260005568254042,0.02260005568254042,14,23,0.6086956521739131,2.260005568254042,2.260005568254042
2019-11,0.03571057435859004,0.03571057435859004,13,20,0.65,3.571057435859004,3.571057435859004
2019-12,0.028884043888881883,0.028884043888881883,16,21,0.7619047619047619,2.8884043888881883,2.8884043888881883
2020-01,0.00018628059492897808,0.00018628059492897808,12,21,0.5714285714285714,0.01862805949289781,0.01862805949289781
2020-02,-0.08003210417765583,-0.08003210417765583,9,19,0.47368421052631576,-8.003210417765583,-8.003210417765583
2020-03,0.18628602628794588,-0.09920856912903986,14,22,0.6363636363636364,18.62860262879459,-9.920856912903986
2020-04,0.12631063609255733,0.12631063609255733,12,21,0.5714285714285714,12.631063609255733,12.631063609255733
2020-05,0.04849205330644335,0.04849205330644335,14,20,0.7,4.849205330644335,4.849205330644335
2020-06,0.021096504261740034,0.021096504261740034,14,22,0.6363636363636364,2.1096504261740034,2.1096504261740034
2020-07,0.05800666145811195,0.05800666145811195,14,22,0.6363636363636364,5.800666145811196,5.800666145811196
2020-08,0.06784251418462994,0.06784251418462994,17,21,0.8095238095238095,6.784251418462994,6.784251418462994
2020-09,-0.0013237908707409707,-0.03573810512880393,12,21,0.5714285714285714,-0.13237908707409707,-3.573810512880393
2020-10,-0.02349774369401314,-0.02349774369401314,10,22,0.45454545454545453,-2.349774369401314,-2.349774369401314
2020-11,0.10451541984701262,0.10451541984701262,12,20,0.6,10.451541984701262,10.451541984701262
2020-12,0.0367181539625131,0.0367181539625131,11,22,0.5,3.67181539625131,3.67181539625131
2021-01,-0.009238105292515786,-0.009238105292515786,12,19,0.631578947368421,-0.9238105292515786,-0.9238105292515786
2021-02,0.028183985615706342,0.028183985615706342,11,19,0.5789473684210527,2.818398561570634,2.818398561570634
2021-03,0.04560076951514169,0.04560076951514169,12,23,0.5217391304347826,4.560076951514169,4.560076951514169
2021-04,0.05205768571490299,0.05205768571490299,13,21,0.6190476190476191,5.2057685714902995,5.2057685714902995
2021-05,0.007290399761805233,0.007290399761805233,10,20,0.5,0.7290399761805233,0.7290399761805233
2021-06,0.02249798471278064,0.02249798471278064,14,22,0.6363636363636364,2.249798471278064,2.249798471278064
2021-07,0.02464453394750754,0.02464453394750754,11,21,0.5238095238095238,2.464453394750754,2.464453394750754
2021-08,0.02963181128399528,0.02963181128399528,16,22,0.7272727272727273,2.963181128399528,2.963181128399528
2021-09,-0.04702267351876177,-0.04702267351876177,8,21,0.38095238095238093,-4.702267351876177,-4.702267351876177
2021-10,0.06838936845384547,0.06838936845384547,15,21,0.7142857142857143,6.838936845384547,6.838936845384547
2021-11,-0.007409679658139101,-0.007409679658139101,13,21,0.6190476190476191,-0.7409679658139101,-0.7409679658139101
2021-12,0.04644683913656322,0.04644683913656322,12,22,0.5454545454545454,4.644683913656323,4.644683913656323
2022-01,-0.0276953767164686,-0.052796604852799356,10,20,0.5,-2.76953767164686,-5.279660485279935
2022-02,-0.02813499194841751,-0.02813499194841751,8,19,0.42105263157894735,-2.813499194841751,-2.813499194841751
2022-03,0.03930826925469544,0.03930826925469544,12,23,0.5217391304347826,3.930826925469544,3.930826925469544
2022-04,-0.08928849931240068,-0.08928849931240068,9,20,0.45,-8.928849931240068,-8.928849931240068
2022-05,0.006159607903989728,0.006159607903989728,10,21,0.47619047619047616,0.6159607903989728,0.6159607903989728
2022-06,-0.0785502376581183,-0.08236992873330629,10,21,0.47619047619047616,-7.855023765811831,-8.236992873330628
2022-07,0.08966130347981682,0.08966130347981682,11,20,0.55,8.966130347981682,8.966130347981682
2022-08,-0.03998525992941859,-0.03998525992941859,9,23,0.391304347826087,-3.9985259929418593,-3.9985259929418593
2022-09,-0.09448806487890427,-0.09448806487890427,8,21,0.38095238095238093,-9.448806487890426,-9.448806487890426
2022-10,0.08368836188347561,0.08136015058125501,9,21,0.42857142857142855,8.368836188347561,8.136015058125501
2022-11,0.057214835386670826,0.057214835386670826,10,21,0.47619047619047616,5.721483538667083,5.721483538667083
2022-12,-0.05798327424037375,-0.05798327424037375,7,21,0.3333333333333333,-5.7983274240373746,-5.7983274240373746
2023-01,0.06211730972643659,0.06211730972643659,13,20,0.65,6.211730972643659,6.211730972643659
2023-02,-0.02458057835484806,-0.02458057835484806,7,19,0.3684210526315789,-2.458057835484806,-2.458057835484806
2023-03,0.03787410865681329,0.03787410865681329,15,23,0.6521739130434783,3.787410865681329,3.787410865681329
2023-04,0.016372260382801263,0.016372260382801263,10,19,0.5263157894736842,1.6372260382801263,1.6372260382801263
2023-05,0.005285186748159698,0.005285186748159698,11,22,0.5,0.5285186748159698,0.5285186748159698
2023-06,0.06331735495164925,0.06331735495164925,14,21,0.6666666666666666,6.331735495164925,6.331735495164925
2023-07,0.032475121589017664,0.032475121589017664,12,20,0.6,3.2475121589017664,3.2475121589017664
2023-08,-0.015718413404118836,-0.015718413404118836,11,23,0.4782608695652174,-1.5718413404118836,-1.5718413404118836
2023-09,-0.04808630045122608,-0.04808630045122608,8,20,0.4,-4.808630045122609,-4.808630045122609
2023-10,-0.021121025773690683,-0.021121025773690683,10,22,0.45454545454545453,-2.1121025773690683,-2.1121025773690683
2023-11,0.08808657723855506,0.08808657723855506,16,21,0.7619047619047619,8.808657723855507,8.808657723855507
2023-12,0.04503273772278826,0.04503273772278826,13,20,0.65,4.503273772278826,4.503273772278826
2024-01,0.016302001531502297,0.016302001531502297,12,21,0.5714285714285714,1.6302001531502297,1.6302001531502297
2024-02,0.0514886874574666,0.0514886874574666,13,20,0.65,5.148868745746659,5.148868745746659
2024-03,0.03256108833084015,0.03256108833084015,8,20,0.4,3.256108833084015,3.256108833084015
2024-04,-0.04039154720413618,-0.04039154720413618,9,22,0.4090909090909091,-4.0391547204136184,-4.0391547204136184
2024-05,0.051829970998755526,0.0497723810776155,18,22,0.8181818181818182,5.182997099875553,4.977238107761551
2024-06,0.0348489373701496,0.0348489373701496,13,19,0.6842105263157895,3.48489373701496,3.48489373701496
2024-07,0.01290115673438641,0.01290115673438641,13,22,0.5909090909090909,1.290115673438641,1.290115673438641
2024-08,0.024635769986811717,0.024635769986811717,14,22,0.6363636363636364,2.4635769986811717,2.4635769986811717
2024-09,0.021500478143165802,0.021500478143165802,12,20,0.6,2.15004781431658,2.15004781431658
2024-10,-0.008419970805042087,-0.008419970805042087,13,23,0.5652173913043478,-0.8419970805042087,-0.8419970805042087
2024-11,0.058536242588198895,0.058536242588198895,15,20,0.75,5.85362425881989,5.85362425881989
2024-12,-0.02351949750721838,-0.02351949750721838,9,21,0.42857142857142855,-2.351949750721838,-2.351949750721838
2025-01,0.027252825799697344,0.027252825799697344,12,20,0.6,2.7252825799697344,2.7252825799697344
2025-02,-0.012154994085202153,-0.012154994085202153,10,19,0.5263157894736842,-1.2154994085202153,-1.2154994085202153
2025-03,-0.055547012242200045,-0.055547012242200045,11,21,0.5238095238095238,-5.554701224220004,-5.554701224220004
2025-04,0.04590902184810319,0.0020899701538296123,14,21,0.6666666666666666,4.59090218481032,0.20899701538296123
2025-05,0.07368892898697665,0.062169117112967465,15,21,0.7142857142857143,7.368892898697665,6.2169117112967465
2025-06,0.050544732583637564,0.050544732583637564,12,20,0.6,5.054473258363757,5.054473258363757
2025-07,0.0304131188125758,0.02296117596147973,13,22,0.5909090909090909,3.04131188125758,2.296117596147973
2025-08,0.02088975295364215,0.02088975295364215,10,21,0.47619047619047616,2.088975295364215,2.088975295364215
2025-09,0.03523413292185984,0.03523413292185984,14,21,0.6666666666666666,3.523413292185984,3.523413292185984
2025-10,0.025616506088849467,0.024394854869164817,15,23,0.6521739130434783,2.5616506088849467,2.4394854869164817
2025-11,0.0027905609907920015,0.0027905609907920015,11,19,0.5789473684210527,0.27905609907920015,0.27905609907920015
2025-12,0.012184792865824523,0.0011107847472459076,15,22,0.6818181818181818,1.2184792865824523,0.11107847472459076
2026-01,0.047552639808591035,0.015035002258729668,19,20,0.95,4.7552639808591035,1.5035002258729668
2026-02,0.03393424458667027,0.0023178534711048027,14,17,0.8235294117647058,3.393424458667027,0.23178534711048027
